ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20240304,3039.3055,3026.6071,3040.3447,3007.6829,3027.0204,12.2851,0.4058,387760002.0,461727516.6
000001.SH,20240301,3027.0204,3013.8229,3032.2315,3003.7632,3015.1712,11.8492,0.393,379132184.0,442984248.2
000001.SH,20240229,3015.1712,2943.6242,3015.1712,2943.6242,2957.8524,57.3188,1.9379,409696374.0,452808746.1
000001.SH,20240228,2957.8524,3016.2555,3031.4881,2957.8524,3015.4807,-57.6283,-1.9111,544109093.0,576555221.7
000001.SH,20240227,3015.4807,2966.4166,3015.4807,2961.1479,2977.0221,38.4586,1.2918,372984687.0,412614978.5
000001.SH,20240226,2977.0221,3002.1179,3009.479,2967.0571,3004.881,-27.8589,-0.9271,409026558.0,427564895.8
000001.SH,20240223,3004.881,2992.9115,3009.1359,2979.9728,2988.3578,16.5232,0.5529,380083270.0,398232220.7
000001.SH,20240222,2988.3578,2945.4465,2988.3578,2944.4988,2950.9556,37.4022,1.2675,354132536.0,365264217.9
000001.SH,20240221,2950.9556,2906.0243,2994.6149,2898.0496,2922.7302,28.2254,0.9657,444245463.0,450922050.7
000001.SH,20240220,2922.7302,2902.8765,2927.308,2887.4741,2910.544,12.1862,0.4187,350138735.0,357057492.0
000001.SH,20240219,2910.544,2886.5871,2910.544,2867.7103,2865.9032,44.6408,1.5577,458967704.0,442148454.6
000001.SH,20240208,2865.9032,2832.4855,2867.4738,2827.902,2829.6956,36.2076,1.2796,531108893.0,482939732.0
000001.SH,20240207,2829.6956,2791.5145,2829.6956,2770.5293,2789.486,40.2096,1.4415,547117439.0,495919878.1
000001.SH,20240206,2789.486,2680.4846,2802.9312,2669.6732,2702.185,87.301,3.2308,502849313.0,441215054.1
000001.SH,20240205,2702.185,2716.081,2739.7383,2635.0897,2730.152,-27.967,-1.0244,478990292.0,424877418.3
000001.SH,20240202,2730.152,2773.2949,2791.6756,2666.3335,2770.7403,-40.5883,-1.4649,426230199.0,392661142.3
000001.SH,20240201,2770.7403,2773.4239,2805.0146,2752.7824,2788.5482,-17.8079,-0.6386,352889185.0,337547960.5
000001.SH,20240131,2788.5482,2815.5042,2834.011,2782.5869,2830.5266,-41.9784,-1.4831,377103965.0,355636999.8
000001.SH,20240130,2830.5266,2866.2795,2881.3468,2829.2498,2883.356,-52.8294,-1.8322,335661226.0,329254005.9
000001.SH,20240129,2883.356,2910.6072,2923.8992,2883.3327,2910.2227,-26.8667,-0.9232,410581311.0,397014731.4
000001.SH,20240126,2910.2227,2897.9149,2924.3065,2890.4819,2906.1087,4.114,0.1416,421109084.0,402400231.3
000001.SH,20240125,2906.1087,2823.8259,2906.794,2821.7093,2820.7719,85.3368,3.0253,442009045.0,437679811.3
000001.SH,20240124,2820.7719,2782.1415,2823.6953,2743.3971,2770.9763,49.7956,1.797,369070600.0,357316181.6
000001.SH,20240123,2770.9763,2746.8923,2784.8407,2724.1573,2756.3399,14.6364,0.531,308749417.0,312191330.2
000001.SH,20240122,2756.3399,2826.5034,2828.3202,2735.3721,2832.2793,-75.9394,-2.6812,350165758.0,359918989.6
000001.SH,20240119,2832.2793,2836.9749,2849.8755,2822.8434,2845.7839,-13.5046,-0.4745,266664388.0,296717043.8
000001.SH,20240118,2845.7839,2822.6672,2849.2559,2760.978,2833.6152,12.1687,0.4294,390396855.0,400709904.7
000001.SH,20240117,2833.6152,2887.2917,2887.4893,2833.6152,2893.9886,-60.3734,-2.0862,261251308.0,283073939.8
000001.SH,20240116,2893.9886,2881.5602,2896.683,2861.1302,2886.2908,7.6978,0.2667,286286714.0,300837919.2
000001.SH,20240115,2886.2908,2872.5562,2904.4643,2869.2236,2881.9769,4.3139,0.1497,244611236.0,269229737.1
000001.SH,20240112,2881.9769,2880.0399,2904.1743,2878.8752,2886.6502,-4.6733,-0.1619,261602931.0,282877466.3
000001.SH,20240111,2886.6502,2873.7982,2896.1788,2867.7223,2877.7023,8.9479,0.3109,267050764.0,298552532.9
000001.SH,20240110,2877.7023,2886.9807,2903.1621,2870.4155,2893.2513,-15.549,-0.5374,244046526.0,281192192.4
000001.SH,20240109,2893.2513,2887.1095,2900.7266,2878.4123,2887.5379,5.7134,0.1979,262955975.0,294446373.7
000001.SH,20240108,2887.5379,2923.457,2924.4559,2887.5379,2929.1833,-41.6454,-1.4217,270275055.0,290730589.6
000001.SH,20240105,2929.1833,2949.8221,2967.9677,2916.7206,2954.3486,-25.1653,-0.8518,301040239.0,325917001.2
000001.SH,20240104,2954.3486,2965.5087,2966.6828,2936.6347,2967.2472,-12.8986,-0.4347,264980924.0,296291346.9
000001.SH,20240103,2967.2472,2957.1117,2971.2834,2953.2901,2962.2762,4.971,0.1678,285455945.0,321018391.3
000001.SH,20240102,2962.2762,2972.775,2976.2682,2962.2762,2974.9348,-12.6586,-0.4255,304141793.0,345950729.2
000001.SH,20231229,2974.9348,2950.8372,2975.0319,2950.0173,2954.7035,20.2313,0.6847,290672687.0,349002967.3
000001.SH,20231228,2954.7035,2913.1096,2961.6476,2909.3886,2914.6138,40.0897,1.3755,339213116.0,392449073.5
000001.SH,20231227,2914.6138,2900.1491,2917.9564,2890.165,2898.8787,15.7351,0.5428,247900882.0,279048608.0
000001.SH,20231226,2898.8787,2917.9708,2917.9708,2892.8373,2918.8126,-19.9339,-0.6829,228140855.0,260220552.8
000001.SH,20231225,2918.8126,2909.8751,2920.6323,2903.987,2914.7752,4.0374,0.1385,229814178.0,261487251.0
000001.SH,20231222,2914.7752,2919.2879,2935.7002,2906.5094,2918.7149,-3.9397,-0.135,296628367.0,327498019.6
000001.SH,20231221,2918.7149,2892.0201,2924.2562,2882.0195,2902.1096,16.6053,0.5722,282541827.0,315943775.5
000001.SH,20231220,2902.1096,2932.1186,2937.1011,2902.0395,2932.3908,-30.2812,-1.0326,265562454.0,290838402.1
000001.SH,20231219,2932.3908,2928.7631,2940.5014,2914.1253,2930.8036,1.5872,0.0542,265926980.0,283234126.2
000001.SH,20231218,2930.8036,2936.5751,2951.1479,2924.3254,2942.5568,-11.7532,-0.3994,293086999.0,304915893.0
000001.SH,20231215,2942.5568,2966.3015,2976.3094,2940.0266,2958.9856,-16.4288,-0.5552,289327642.0,322083690.8
000001.SH,20231214,2958.9856,2979.699,2986.1773,2958.066,2968.7606,-9.775,-0.3293,271457650.0,312658124.6
000001.SH,20231213,2968.7606,2997.3358,2997.3358,2968.7606,3003.4378,-34.6772,-1.1546,282754098.0,331476614.7
000001.SH,20231212,3003.4378,2986.3282,3003.7455,2980.4462,2991.4385,11.9993,0.4011,287638762.0,333170576.4
000001.SH,20231211,2991.4385,2956.2905,2995.6698,2930.422,2969.5594,21.8791,0.7368,360216344.0,405351583.2
000001.SH,20231208,2969.5594,2965.3901,2980.8344,2962.327,2966.2061,3.3533,0.1131,369138705.0,423492311.9
000001.SH,20231207,2966.2061,2965.6523,2976.0148,2949.1438,2968.9334,-2.7273,-0.0919,296243687.0,348039624.0
000001.SH,20231206,2968.9334,2966.9475,2985.3143,2959.603,2972.2959,-3.3625,-0.1131,294104187.0,336218906.4
000001.SH,20231205,2972.2959,3017.0102,3017.0102,2972.2959,3022.9138,-50.6179,-1.6745,293943278.0,340454488.1
000001.SH,20231204,3022.9138,3033.298,3038.9794,3022.3477,3031.6358,-8.722,-0.2877,288162053.0,344279696.0
000001.SH,20231201,3031.6358,3027.353,3035.7599,3010.2333,3029.6727,1.9631,0.0648,286089700.0,335547176.4
000001.SH,20231130,3029.6727,3021.1025,3030.9086,3013.7678,3021.6874,7.9853,0.2643,282945357.0,326755696.1
000001.SH,20231129,3021.6874,3038.4641,3038.9767,3017.6611,3038.5545,-16.8671,-0.5551,277956448.0,322141206.1
000001.SH,20231128,3038.5545,3028.5983,3039.6945,3020.2306,3031.7002,6.8543,0.2261,268920746.0,317303697.7
000001.SH,20231127,3031.7002,3038.1864,3038.3578,3015.0076,3040.9717,-9.2715,-0.3049,310517868.0,350705835.5
000001.SH,20231124,3040.9717,3060.3306,3060.3306,3037.2012,3061.8562,-20.8845,-0.6821,287788413.0,311509355.9
000001.SH,20231123,3061.8562,3041.6779,3062.8665,3034.2969,3043.611,18.2452,0.5995,276592059.0,315612515.6
000001.SH,20231122,3043.611,3060.4984,3067.9625,3043.611,3067.9328,-24.3218,-0.7928,289056490.0,330385482.7
000001.SH,20231121,3067.9328,3074.8281,3089.7738,3063.3449,3068.3191,-0.3863,-0.0126,330733102.0,391558034.9
000001.SH,20231120,3068.3191,3056.9268,3072.5134,3043.5148,3054.3655,13.9536,0.4568,287556998.0,367109310.2
